transcript,confidence,languageCode,channelTag,Participant,Trial,preciseStartTime,preciseEndTime,Picture_Identity,Picture_Label,Task_Side,Response_Time_in_PsychoPy,Response_Finish_in_PsychoPy,Stim_Onset,Block,Stim_Offset_Fix_Onset,Fix_Offset,Task,Picture_Number,First_Congruency,FrameRate,V17,Synonyms,Congruency,End_recording,Block_Bias,Task_Side_Bias
rocket,0.9852359,en-us,NA,2,43,0.96,1.115,rocket,smhrn,0,0.9514234,0,292.279387,1,294.3752295,292.2734458,Neutral,obj359,NA,59.95131952,NA,"spaceship, firework, missile, spacecraft, weapon, rocket, smhrn",Incongruent,295.1256364,NA,NA
baby bottle,0.9859059,en-us,NA,2,44,2.525,3.295,bottle,dvknr,0,2.5273515,0,295.1314438,1,298.2949159,295.1256364,Neutral,obj018,NA,59.95131952,NA,"baby bottle, bottle, dvknr",Incongruent,303.4653994,NA,NA
drawer,0.98762906,en-us,NA,2,45,1.665,2.045,drawer,zqfqd,0,1.6016045,0,303.4716808,1,305.6848983,303.4653994,Neutral,obj134,NA,59.95131952,NA,"cabinet, dresser, cupboard, drawer, zqfqd",Incongruent,308.9362851,NA,NA
Grill,0.98762906,en-us,NA,2,46,1.005,1.36,barbecue,jqggd,0,0.9796401,0,308.9423053,1,311.0547557,308.9362851,Neutral,obj029,NA,59.95131952,NA,"grill, griddle, barbecue, jqggd",Incongruent,311.8051575,NA,NA
mirror,0.97520036,en-us,NA,2,47,0.91,1.36,mirror,sqbdz,0,0.8596428,0,311.8107532,1,313.9069508,311.8051575,Neutral,obj263,NA,59.95131952,NA,"reflection, mirror, sqbdz",Incongruent,314.7574393,NA,NA
sled,0.98602736,en-us,NA,2,48,1.02,1.31,sled,smzkw,0,0.839886,0,314.7631962,1,316.8592265,314.7574393,Neutral,obj403,NA,59.95131952,NA,"sleigh, toboggan, sledge, sled, smzkw",Incongruent,317.6096412,NA,NA
rope,0.98762906,en-us,NA,2,49,0.905,1.14,rope,gfpnq,0,0.8609102,0,317.6152242,1,319.7114167,317.6096412,Neutral,obj365,NA,59.95131952,NA,"thread, twine, rope, gfpnq",Incongruent,320.4618366,NA,NA
porcupine,0.98762906,en-us,NA,2,50,NA,NA,porcupine,wqhtn,0,1.1288344,0,320.4674798,1,322.5636209,320.4618366,Neutral,obj334,NA,59.95131952,NA,"hedgehog, possum, echidna, porcupine, wqhtn",Incongruent,326.0161016,NA,NA
nail,0.9938145,en-us,NA,2,51,1.275,1.7,nail,gbnxt,0,1.2558126,0,326.0221711,1,328.1179384,326.0161016,Neutral,obj277,NA,59.95131952,NA,"screw, bolt, nail, gbnxt",Incongruent,330.269369,NA,NA
glasses,0.98762906,en-us,NA,2,52,1.11,1.595,glasses,jhkwc,0,1.0995038,0,330.2752932,1,332.3711896,330.269369,Neutral,obj181,NA,59.95131952,NA," glasses, jhkwc",Incongruent,333.9222122,NA,NA
palm tree,0.98103064,en-us,NA,2,53,0.89,1.445,palmtree,zdthf,0,0.8300605,0,333.9279702,1,336.0239968,333.9222122,Neutral,obj295,NA,59.95131952,NA,"tree, coconut tree, palmtree, zdthf",Incongruent,336.774418,NA,NA
hanger,0.9825157,en-us,NA,2,54,1.05,1.445,hanger,vvxbz,0,0.9531808,0,336.7801097,1,338.876301,336.774418,Neutral,obj197,NA,59.95131952,NA,"clothes rod, wire hanger, hanger, vvxbz",Incongruent,339.7266732,NA,NA
bag,0.9771511,en-us,NA,2,55,0.91,1.25,bag,mchff,0,0.9026763,0,339.7322768,1,341.845144,339.7266732,Neutral,obj022,NA,59.95131952,NA,"lunch bag, bag, mchff",Incongruent,342.5955735,NA,NA
fire hydrant,0.9812996,en-us,NA,2,56,3.495,3.735,firehydrant,dbgfq,0,NA,NA,342.6014655,1,346.1985152,342.5955735,Neutral,obj214,NA,59.95131952,NA,"hydrant, firehydrant, dbgfq",Incongruent,350.1513943,NA,NA
flowers,0.98762906,en-us,NA,2,57,1.735,2.44,wheat,mhjqd,0,1.6323221,0,350.1579515,1,352.4199762,350.1513943,Neutral,obj502,NA,59.95131952,NA,"crops, corn, barley, rye, oats, grain, weeds, flowers, wheat, mhjqd",Incongruent,356.4729339,NA,NA
egg,0.9850035,en-us,NA,2,58,1.355,1.64,egg,kzmqf,0,1.3816902,0,356.4789933,1,358.5767777,356.4729339,Neutral,obj144,NA,59.95131952,NA,"egg holder, holder, egg, kzmqf",Incongruent,360.3259115,NA,NA
giraffe,0.98762906,en-us,NA,2,59,0.8,1.265,giraffe,kqtjs,0,0.8067612,0,360.3316241,1,362.4293076,360.3259115,Neutral,obj178,NA,59.95131952,NA," giraffe, kqtjs",Incongruent,363.3782563,NA,NA
cup,0.98762906,en-us,NA,2,60,1.465,1.745,glass,ccqtv,0,1.4934303,0,363.3839675,1,365.5133889,363.3782563,Neutral,obj511,NA,59.95131952,NA,"wine glass, champagne glass, cup, drink, mug,  glass, ccqtv",Incongruent,370.383662,NA,NA
guitar,0.98762906,en-us,NA,2,61,1.095,1.46,guitar,gdwsq,0,0.8057836,0.8509432,370.3897653,1,372.4854164,370.383662,Neutral,obj188,NA,59.95131952,NA," guitar, gdwsq",Incongruent,373.4360125,NA,NA
boot,0.98762906,en-us,NA,2,62,1.335,1.53,boot,mfmgc,0,1.3475572,0,373.4414951,1,375.5377934,373.4360125,Neutral,obj052,NA,59.95131952,NA,"shoe, cowboy boot, boot, mfmgc",Incongruent,376.788569,NA,NA
seesaw,0.98762906,en-us,NA,2,63,1.255,1.775,seesaw,mwczf,0,1.1001081,0,376.7945395,1,378.8903778,376.788569,Neutral,obj386,NA,59.95131952,NA,"teeter totter, swing, swing set, seesaw, mwczf",Incongruent,381.2420274,NA,NA
banjo,0.98762906,en-us,NA,2,64,1.64,2.215,banjo,mjsgz,0,1.6470822,0,381.2477969,1,383.5272827,381.2420274,Neutral,obj028,NA,59.95131952,NA,"guitar, instrument, banjo, mjsgz",Incongruent,387.7970741,NA,NA
lamp,0.9851177,en-us,NA,2,65,0.9,1.25,lamp,rbtzv,0,0.9030136,0,387.8031251,1,389.8989306,387.7970741,Neutral,obj234,NA,59.95131952,NA,"light, lantern, lamp, rbtzv",Incongruent,390.6493076,NA,NA
match,0.98762906,en-us,NA,2,66,1.09,1.58,match,hfbsn,0,1.1077273,0,390.6548991,1,392.750894,390.6493076,Neutral,obj259,NA,59.95131952,NA,"lighter, match stick, match, hfbsn",Incongruent,394.1019194,NA,NA
peanut,0.9817708,en-us,NA,2,67,0.935,1.26,peanut,ppzsb,0,0.9026661,0,409.501645,2,411.5989317,394.1019194,Neutral,obj306,NA,59.95131952,NA,"nut, kernel, cashew, almond, pistachio, walnut, hazelnut, peanut, ppzsb",Incongruent,414.3675721,NA,NA
Jaguar,0.98762906,en-us,NA,2,68,1.81,2.55,leopard,dcrsd,0,0.1655663,0.5244322,414.3734054,2,416.4693389,414.3675721,Neutral,obj239,NA,59.95131952,NA,"cheetah, tiger, lion, cat, panther, jaguar, leopard, dcrsd",Incongruent,436.8349002,NA,NA
NA,NA,NA,NA,2,69,NA,NA,tripod,kkzxj,0,0.29586,0.6726805,436.8420629,2,438.9366604,436.8349002,Neutral,obj470,NA,59.95131952,NA,"mount, stand, camera stand, support, tripod, kkzxj",Incongruent,439.6872879,NA,NA
drums,0.98762906,en-us,NA,2,70,0.825,1.255,drum,mwvzc,0,0.7777068,0,439.6929294,2,441.7888659,439.6872879,Neutral,obj138,NA,59.95131952,NA,"instrument, drums, drum, mwvzc",Incongruent,442.5392608,NA,NA
ax,0.7861799,en-us,NA,2,71,1.665,2.235,ax,hkpxt,0,0.843581,1.0395904,442.5448489,2,444.6577386,442.5392608,Neutral,obj016,NA,59.95131952,NA,"tomahawk, hatchet, axe, ax, hkpxt",Incongruent,447.7099327,NA,NA
hand,0.96347415,en-us,NA,2,72,1.09,1.61,hand,xfpvv,0,0.1436798,0.4339422,447.7156706,2,449.8117107,447.7099327,Neutral,obj195,NA,59.95131952,NA,"fingers, hand, xfpvv",Incongruent,451.1625978,NA,NA
sword,0.98762906,en-us,NA,2,73,1.155,1.695,sword,vcrhp,0,1.1696615,0,451.1680964,2,453.2643721,451.1625978,Neutral,obj435,NA,59.95131952,NA,"weapon, foil, saber, spear, blade, dagger, sword, vcrhp",Incongruent,455.916255,NA,NA
octopus,0.98762906,en-us,NA,2,74,0.995,1.85,octopus,ffnhf,0,0.1699122,0.7392367,455.9221321,2,458.0180715,455.916255,Neutral,obj286,NA,59.95131952,NA,"tentacles, squid, giant squid, octopus, ffnhf",Incongruent,460.0694615,NA,NA
rockingchair,0.859486,en-us,NA,2,75,1.4,1.82,rockingchair,qbpqd,0,1.3654005,0,460.0750887,2,462.1712505,460.0694615,Neutral,obj360,NA,59.95131952,NA,"chair, armchair, recliner, rocker, rockingchair, qbpqd",Incongruent,467.141588,NA,NA
binoculars,0.98762906,en-us,NA,2,76,0.925,1.72,binoculars,bcrfb,0,0.9579915,0,467.1476844,2,469.2433767,467.141588,Neutral,obj044,NA,59.95131952,NA,"telescope, binoculars, bcrfb",Incongruent,471.6950585,NA,NA
raccoon,0.9742314,en-us,NA,2,77,1.035,1.575,raccoon,htrmk,0,0.5130902,0.5353364,471.7008687,2,473.7968608,471.6950585,Neutral,obj344,NA,59.95131952,NA,"possum, cat, badger, skunk, raccoon, htrmk",Incongruent,476.0484483,NA,NA
anchor,0.9938145,en-us,NA,2,78,1,1.51,anchor,bdkxc,0,0.9325044,0,476.0540563,2,478.1579323,476.0484483,Neutral,obj005,NA,59.95131952,NA,"ship, boat, anchor, bdkxc",Incongruent,479.6011842,NA,NA
Rock,0.9642679,en-us,NA,2,79,3.31,3.62,orange,hfnfh,0,NA,NA,479.6069194,2,483.2040977,479.6011842,Neutral,obj288,NA,59.95131952,NA,"tangerine, grapefruit, clementine, mandarin, peach, apricot, fruit, rock, orange, hfnfh",Incongruent,486.5565234,NA,NA
Castle,0.98762906,en-us,NA,2,80,1.11,1.27,castle,xpmvc,0,1.0863278,0,486.5626801,2,488.6583151,486.5565234,Neutral,obj085,NA,59.95131952,NA,"fort, fortress, tower, citadel, moat, palace, sandcastle, castle, xpmvc",Incongruent,491.1100533,NA,NA
puzzle,0.98762906,en-us,NA,2,81,1.015,1.535,puzzle,zjxqw,0,0.1692319,0.5820973,491.1159349,2,493.2118455,491.1100533,Neutral,obj222,NA,59.95131952,NA,"puzzle pieces, pieces, puzzle, zjxqw",Incongruent,495.1631808,NA,NA
roof,0.9844659,en-us,NA,2,82,1.52,1.785,roof,rdbss,0,1.4722824,0,495.1687618,2,497.2649495,495.1631808,Neutral,obj363,NA,59.95131952,NA,"house, ceiling, shingles, roof, rdbss",Incongruent,500.3338313,NA,NA
toe,0.9693317,en-us,NA,2,83,0.965,1.45,toe,wrtrz,0,0.1692798,0.3668233,500.3397235,2,502.4356194,500.3338313,Neutral,obj457,NA,59.95131952,NA,"big toe, toenail, thumb toe, finger, hand, foot, toe, wrtrz",Incongruent,503.4862681,NA,NA
hair,0.96625376,en-us,NA,2,84,1.05,1.465,hair,pnqfb,0,0.9209308,0,503.4918057,2,505.5880455,503.4862681,Neutral,obj190,NA,59.95131952,NA,"woman, long hair, curly hair, hair, pnqfb",Incongruent,506.7387655,NA,NA
safe,0.98762906,en-us,NA,2,85,1.345,1.72,safe,ffxgw,0,1.1584197,0,506.7443553,2,508.8405588,506.7387655,Neutral,obj370,NA,59.95131952,NA,"lock, lockbox, locker, safety box, safety, safe, ffxgw",Incongruent,512.1929711,NA,NA
toaster,0.98762906,en-us,NA,2,86,1.04,1.725,toaster,zgzcb,0,0.1418742,0.5197225,512.1988561,2,514.2947599,512.1929711,Neutral,obj456,NA,59.95131952,NA,"toaster oven, toaster, zgzcb",Incongruent,516.6464036,NA,NA
asparagus,0.98762906,en-us,NA,2,87,2.39,2.88,asparagus,wnxfx,0,0.2618989,0.6473405,516.6519993,2,518.7482021,516.6464036,Neutral,obj015,NA,59.95131952,NA,"artichoke, asparagus, wnxfx",Incongruent,523.401617,NA,NA
pyramid,0.98762906,en-us,NA,2,88,1.47,1.865,pyramid,wvpvv,0,1.4061665,0,523.4073987,2,525.5033981,523.401617,Neutral,obj341,NA,59.95131952,NA,"Egypt, shrine, tomb, prism, pyramid, wvpvv",Incongruent,529.1560446,NA,NA
couch,0.9864284,en-us,NA,2,89,0.89,1.5,couch,vfxqv,0,0.9308334,0,529.1620606,2,531.257834,529.1560446,Neutral,obj412,NA,59.95131952,NA,"sofa, futon, loveseat, lounge, couch, vfxqv",Incongruent,532.5086343,NA,NA
bug,0.98762906,en-us,NA,2,90,1.415,1.685,ladybug,zvhbz,0,1.3203318,0,532.5143255,2,534.6104344,532.5086343,Neutral,obj233,NA,59.95131952,NA,"beetle, bug, ladybeetle, insect, ladybug, zvhbz",Incongruent,537.5625273,NA,NA
painting,0.98762906,en-us,NA,2,91,1.255,1.47,picture,kmpqc,0,0.1747458,0.4728178,537.5684552,2,539.6643052,537.5625273,Neutral,obj315,NA,59.95131952,NA,"painting, drawing, boat, ship, decor, art, oil panting, picture, kmpqc",Incongruent,542.3161915,NA,NA
rabbit,0.98762906,en-us,NA,2,92,0.66,1.07,rabbit,vbfgb,0,0.6782522,1.1624973,542.3218048,2,544.417985,542.3161915,Neutral,obj343,NA,59.95131952,NA,"bunny, hare, rodent, squirrel, chinchilla, rabbit, vbfgb",Incongruent,545.1683902,NA,NA
tea cup,0.9422636,en-us,NA,2,93,1.965,2.155,teapot,jqtqx,0,1.7768263,0,545.1739537,2,547.5870898,545.1683902,Neutral,obj441,NA,59.95131952,NA,"pot, kettle, tea kettle, pitcher, vase, container, mug, cup, tea, coffee, jug, teapot, jqtqx",Incongruent,549.6551866,NA,NA
donkey,0.9791114,en-us,NA,2,94,1.755,2.245,donkey,vhxbb,0,1.7699902,0,549.6612444,2,552.075865,549.6551866,Neutral,obj131,NA,59.95131952,NA,"horse, mule, pony, donkey, vhxbb",Incongruent,555.9433418,NA,NA
pillar,0.98762906,en-us,NA,2,95,2.245,2.61,pillar,tfvpn,0,2.1942968,0,555.9493805,2,558.7790547,555.9433418,Neutral,obj105,NA,59.95131952,NA,"column, pedestal, pilaster, pillar, tfvpn",Incongruent,563.2323246,NA,NA
kite,0.9841459,en-us,NA,2,96,0.91,1.155,kite,dnhsj,0,0.4459043,0.4671345,563.2385071,2,565.3340684,563.2323246,Neutral,obj227,NA,59.95131952,NA," kite, dnhsj",Incongruent,572.8897752,NA,NA
scorpion,0.98762906,en-us,NA,2,97,1.15,1.545,scorpion,vgnzr,0,0.7752999,0,572.8958118,2,574.9915502,572.8897752,Neutral,obj381,NA,59.95131952,NA,"lobster, arachnid, crustacean, crab, crawfish, scorpion, vgnzr",Incongruent,579.2613597,NA,NA
saw,0.9832264,en-us,NA,2,98,0.87,1.12,saw,qppdd,0,0.7698987,1.3925023,579.2674204,2,581.3631218,579.2613597,Neutral,obj376,NA,59.95131952,NA,"axe, tool, cutter, saw, qppdd",Incongruent,582.1135481,NA,NA
Cannon,0.97516745,en-us,NA,2,99,1.76,2.225,cannon,fxtgw,0,0.6827554,1.0389433,582.1191138,2,584.2152948,582.1135481,Neutral,obj077,NA,59.95131952,NA,"howitzer, artillery, cannon, fxtgw",Incongruent,589.168978,NA,NA
rollerskate,0.98114175,en-us,NA,2,100,0.985,1.69,rollerskate,sjtjr,0,0.9868187,0,589.1748436,2,591.2707818,589.168978,Neutral,obj361,NA,59.95131952,NA,"rollerblade, rollerblades, rollerskates, shoe, rollerskate, sjtjr",Incongruent,594.3229654,NA,NA
briefcase,0.9938145,en-us,NA,2,101,1.04,1.515,suitcase,kxrjh,0,0.1971642,0.4559167,594.328938,2,596.4247353,594.3229654,Neutral,obj430,NA,59.95131952,NA,"bag, briefcase, luggage, attaché case, case, handbag, suitcase, kxrjh",Incongruent,598.276028,NA,NA
crab,0.98762906,en-us,NA,2,102,1.21,1.52,crab,wqpsm,0,1.0413492,1.0573938,598.2816085,2,600.3778377,598.276028,Neutral,obj113,NA,59.95131952,NA,"lobster, crustacean, crab, wqpsm",Incongruent,602.5292821,NA,NA
Barrel,0.96616304,en-us,NA,2,103,0.89,1.405,barrel,cghvg,0,0.161859,0.585175,602.5349742,2,604.6310617,602.5292821,Neutral,obj030,NA,59.95131952,NA," barrel, cghvg",Incongruent,606.3822521,NA,NA
NA,NA,NA,NA,2,104,NA,NA,scale,qkmnc,0,0.710719,0.9702866,606.3878405,2,608.4840367,606.3822521,Neutral,obj378,NA,59.95131952,NA,"weigh, balance, weight, scale, qkmnc",Incongruent,609.2344096,NA,NA
goat,0.98762906,en-us,NA,2,105,0.975,1.195,goat,wsvpr,0,0.9584891,0,609.2399821,2,611.3362355,609.2344096,Neutral,obj184,NA,59.95131952,NA,"sheep, ram, lamb, goat, wsvpr",Incongruent,613.404336,NA,NA
Bowl,0.9721825,en-us,NA,2,106,1.15,1.56,bowl,dxsrt,0,0.1729942,0.4925695,613.4100976,2,615.5060957,613.404336,Neutral,obj054,NA,59.95131952,NA,"cup, dish, bowl, dxsrt",Incongruent,619.459005,NA,NA
hair,0.79689825,en-us,NA,2,107,1.21,1.635,wig,bhvzg,0,1.0751605,0,619.464724,2,621.5607778,619.459005,Neutral,obj508,NA,59.95131952,NA,"mannequin, figure, hairpiece, hair, wig, bhvzg",Incongruent,624.1125885,NA,NA
broom,0.9866191,en-us,NA,2,108,1.03,1.36,broom,jndgb,0,0.1606958,0.8240862,624.1184461,2,626.2329331,624.1125885,Neutral,obj063,NA,59.95131952,NA,"mop, sweeper, broom, jndgb",Incongruent,628.2836657,NA,NA
NA,NA,NA,NA,2,109,NA,NA,saxophone,zdxjn,0,0.196836,0.5221777,628.289256,2,630.3842425,628.2836657,Neutral,obj377,NA,59.95131952,NA,"instrument, music, musical instrument, clarinet, saxophone, zdxjn",Incongruent,631.1346648,NA,NA
house,0.985013,en-us,NA,2,110,0.93,1.445,house,pwnkf,0,0.3934243,0.5337372,631.1401589,2,633.2364555,631.1346648,Neutral,obj213,NA,59.95131952,NA,"home, building, residence, house, pwnkf",Incongruent,634.1870205,NA,NA
pea,0.9491935,en-us,NA,2,111,1.88,2.21,peas,qhgwt,0,0.6649996,0.7442953,634.1925022,2,636.2888431,634.1870205,Neutral,obj308,NA,59.95131952,NA,"beans, peapod, pea, green beans, peas, qhgwt",Incongruent,642.5434645,NA,NA
dress,0.9839605,en-us,NA,2,112,0.98,1.155,dress,xjvtb,0,0.2130522,0.5016397,642.5493779,2,644.6452358,642.5434645,Neutral,obj135,NA,59.95131952,NA,"doll, gown, mannequin, dress, xjvtb",Incongruent,645.3956639,NA,NA
shirt,0.98762906,en-us,NA,2,113,1.86,2.22,shirt,vxfgs,0,1.8622049,0,645.4011119,2,647.8810775,645.3956639,Neutral,obj392,NA,59.95131952,NA,"long sleeve shirt, button down shirt, long sleeves, dress shirt, _jacket, shirt, vxfgs",Incongruent,652.9348053,NA,NA
stereo,0.9868812,en-us,NA,2,114,1.55,2.155,radio,mhgns,0,1.3508675,0,652.9408638,2,655.036574,652.9348053,Neutral,obj345,NA,59.95131952,NA,"alarm clock, cable, box, cassette, tape, stereo, radio, mhgns",Incongruent,660.9909796,NA,NA
coin,0.98762906,en-us,NA,2,115,0.925,1.265,dime,cdpbg,0,0.235765,0.4111024,660.9971351,2,663.0928008,660.9909796,Neutral,obj104,NA,59.95131952,NA,"coin, money, change, gold, dime, cdpbg",Incongruent,664.1434506,NA,NA
wheelchair,0.98762906,en-us,NA,2,116,1.11,1.755,wheelchair,cdbfc,0,0.1635138,0.5531927,664.1489149,2,666.2452071,664.1434506,Neutral,obj505,NA,59.95131952,NA,"scooter, wheelchair, cdbfc",Incongruent,675.9025176,NA,NA
fishtank,0.9450315,en-us,NA,2,117,0.985,1.505,fishtank,jkzsc,0,0.1433604,0.349347,675.9087262,2,678.0042826,675.9025176,Neutral,obj010,NA,59.95131952,NA,"fish, aquarium, tank, fishtank, jkzsc",Incongruent,679.3551627,NA,NA
violin,0.98762906,en-us,NA,2,118,1.03,1.53,violin,hmhrr,0,0.8007631,0.8821654,679.3606395,2,681.4569552,679.3551627,Neutral,obj485,NA,59.95131952,NA,"instrument, music, musical instrument, guitar, fiddle, viola, cello, violin, hmhrr",Incongruent,684.3089919,NA,NA
tiger,0.9824884,en-us,NA,2,119,1.16,1.7,tiger,xxfmp,0,0.1756946,0.388915,684.3146774,2,686.4107747,684.3089919,Neutral,obj454,NA,59.95131952,NA,"leopard, lion, cheetah, panther, cat, big cat, tiger, xxfmp",Incongruent,691.3644317,NA,NA
King,0.98762906,en-us,NA,2,120,0.78,1.21,king,ngcrc,0,0.8281427,0,691.3705796,2,693.4661973,691.3644317,Neutral,obj226,NA,59.95131952,NA,"regal, crown, throne, emperor, monarch, king, ngcrc",Incongruent,694.7336965,NA,NA
turkey,0.98762906,en-us,NA,2,121,1.18,1.4,turkey,knhnh,0,0.8597801,0,694.7394517,2,696.8362539,694.7336965,Neutral,obj475,NA,59.95131952,NA,"bird, goose, ham, rooster, chicken, poultry, turkey, knhnh",Incongruent,697.5858636,NA,NA
drill,0.98762906,en-us,NA,2,122,1.235,1.685,drill,nqttp,0,1.1705467,0,697.5915474,2,699.687678,697.5858636,Neutral,obj137,NA,59.95131952,NA,"driver, screwdriver, drill, nqttp",Incongruent,703.640569,NA,NA
hose,0.9790987,en-us,NA,2,123,1.07,1.615,hose,ngfhc,0,0.1750443,0.3420844,703.6466364,2,705.7423473,703.640569,Neutral,obj212,NA,59.95131952,NA,"water hose, snake, hose, ngfhc",Incongruent,707.2933836,NA,NA
lipstick,0.98762906,en-us,NA,2,124,1.355,1.515,lipstick,pczrm,0,0.5373838,0,707.2988944,2,709.3951585,707.2933836,Neutral,obj248,NA,59.95131952,NA," lipstick, pczrm",Incongruent,713.5481894,NA,NA
steering wheel,0.9958763,en-us,NA,2,125,1.325,2.065,steeringwheel,hxfmf,0,1.1843756,0,713.554153,2,715.6499786,713.5481894,Neutral,obj422,NA,59.95131952,NA,"wheel, steeringwheel, hxfmf",Incongruent,731.4286486,NA,NA
closet,0.98762906,en-us,NA,2,126,1.315,1.825,closet,wtsmt,0,0.4736874,0.5513113,731.4359413,2,733.5317107,731.4286486,Neutral,obj494,NA,59.95131952,NA,"wardrobe, dresser, cabinet, cupboard, closet, wtsmt",Incongruent,737.6834721,NA,NA
tie,0.97852933,en-us,NA,2,127,0.97,1.325,tie,kmqjj,0,0.9015001,0,737.6891801,2,739.7963866,737.6834721,Neutral,obj453,NA,59.95131952,NA,"knot, collared shirt, business attire, attire, collar, stripe, striped, stripes, striped tie, tie, kmqjj",Incongruent,740.5356749,NA,NA
fireman,0.9785886,en-us,NA,2,128,1.385,1.86,fireman,dbmtn,0,1.1715719,0,740.5412382,2,742.6402342,740.5356749,Neutral,obj155,NA,59.95131952,NA,"man, firefighter, fireman, dbmtn",Incongruent,753.2955131,NA,NA
glove,0.98762906,en-us,NA,2,129,1.045,1.385,glove,twmxg,0,1.0184144,0,753.3024756,2,755.3973015,753.2955131,Neutral,obj183,NA,59.95131952,NA,"mitt, hand, glove, twmxg",Incongruent,757.3486393,NA,NA
bug,0.97590685,en-us,NA,2,130,0.845,1.09,bug,rphnh,0,0.8681499,1.3431664,757.3544333,2,759.4522071,757.3486393,Neutral,obj039,NA,59.95131952,NA,"beetle, bug, rphnh",Incongruent,760.3009146,NA,NA
ant,0.9509526,en-us,NA,2,131,1.205,1.495,ant,dwnzb,0,1.1989648,0,760.3064879,2,762.4193746,760.3009146,Neutral,obj006,NA,59.95131952,NA,"insect, ant, dwnzb",Incongruent,763.5701072,NA,NA
hug,0.78259164,en-us,NA,2,132,1.235,1.535,hoof,vvrbx,0,1.2039715,0,763.5757851,2,765.6721275,763.5701072,Neutral,obj209,NA,59.95131952,NA,"foot, heel, paw, hoove, hoof, vvrbx",Incongruent,767.5231463,NA,NA
elephant,0.98762906,en-us,NA,2,133,0.91,1.365,elephant,jpnbq,0,0.871528,0,783.4733527,3,785.5705535,767.5231463,Neutral,obj145,NA,59.95131952,NA," elephant, jpnbq",Incongruent,786.7212714,NA,NA
statue,0.98762906,en-us,NA,2,134,1.225,1.705,statue,xvhms,0,1.132861,0,786.7269972,3,788.8230731,786.7212714,Neutral,obj421,NA,59.95131952,NA,"sculpture, mold, bust, marble, statue, xvhms",Incongruent,791.5750215,NA,NA
woman,0.97041583,en-us,NA,2,135,1.74,2.13,woman,nvznq,0,0.5326228,0.7626407,791.5808943,3,793.6769115,791.5750215,Neutral,obj515,NA,59.95131952,NA,"female, woman, nvznq",Incongruent,797.0292286,NA,NA
racket,0.98505485,en-us,NA,2,136,1.08,1.235,tennisracket,fxfrp,0,1.0513849,0,797.0349885,3,799.1310068,797.0292286,Neutral,obj448,NA,59.95131952,NA,"racket, tennis, squash, racket ball, tennisracket, fxfrp",Incongruent,800.2817532,NA,NA
sweatshirt,0.98762906,en-us,NA,2,137,1.495,1.935,sweater,sjzvn,0,1.4081832,0,800.2873792,3,802.3847762,800.2817532,Neutral,obj433,NA,59.95131952,NA,"shirt, long sleeve shirt, sweatshirt, pullover, jacket, sweater, sjzvn",Incongruent,805.2355619,NA,NA
doll,0.98102975,en-us,NA,2,138,1.76,2.16,doll,cxqrn,0,1.8057679,0,805.2414322,3,807.6709248,805.2355619,Neutral,obj129,NA,59.95131952,NA,"puppet, figurine, doll, cxqrn",Incongruent,810.7231226,NA,NA
blimp,0.98762906,en-us,NA,2,139,1.11,1.38,blimp,zdbqk,0,1.1418909,0,810.7290823,3,812.8248976,810.7231226,Neutral,obj046,NA,59.95131952,NA,"airship, hot air balloon, blimp, zdbqk",Incongruent,813.5752936,NA,NA
